,Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec
468,ID002,WA001,,Order,102,120,310015,233285-1-3-114,57595,20.89993649641658,2025-06-28 00:00:00,TX001,9999A
469,ID002,WA001,,Order,102,120,310015,233285-1-3-115,827,0.3000997913453688,2025-06-28 00:00:00,TX001,9999A
470,ID002,WA001,,Order,102,120,310015,233285-1-3-115,57044,20.69999092805951,2025-06-28 00:00:00,TX001,9999A
471,ID002,WA001,,Order,102,120,310015,233285-1-3-116,606,0.2199038374308264,2025-06-28 00:00:00,TX001,9999A
472,ID002,WA001,,Order,102,120,310015,233285-1-3-116,57264,20.77982400435453,2025-06-28 00:00:00,TX001,9999A
473,ID002,WA001,,Order,102,120,310015,233285-1-3-117,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
474,ID002,WA001,,Order,102,120,310015,233285-1-3-118,110,0.0399165381475097,2025-06-28 00:00:00,TX001,9999A
475,ID002,WA001,,Order,102,120,310015,233285-1-3-118,57761,20.96017418125737,2025-06-28 00:00:00,TX001,9999A
476,ID002,WA001,,Order,102,120,310015,233285-1-4-119,57871,21.00009071940488,2025-07-29 00:00:00,TX001,9999A
477,ID002,WA001,,Order,102,120,310015,233285-1-4-120,57871,21.00009071940488,2025-07-29 00:00:00,TX001,9999A
478,ID002,WA001,,Order,102,120,310015,233285-1-4-121,57871,21.00009071940488,2025-07-29 00:00:00,TX001,9999A
479,ID002,WA001,,Order,102,120,310015,233285-1-4-122,57871,21.00009071940488,2025-07-29 00:00:00,TX001,9999A
480,WA002,WA002,,Order,101,120,310726,233296-1-2-103,55115,20.0,2025-06-17 00:00:00,WA007,9999E
481,WA002,WA002,,Order,101,120,310726,233296-1-2-103,110230,40.0,2025-06-17 00:00:00,WA007,9999E
482,WA002,WA002,,Order,101,120,310726,233296-1-2-103,55115,20.0,2025-06-17 00:00:00,WA007,9999E
483,WA002,WA002,,Order,101,120,310726,233296-1-2-104,55,0.0199582690737548,2025-07-01 00:00:00,WA007,9999E
484,WA002,WA002,,Order,101,120,310726,233296-1-2-104,55115,20.0,2025-07-01 00:00:00,WA007,9999E
485,WA002,WA002,,Order,101,120,310726,233296-1-2-104,165290,59.98004173092624,2025-07-01 00:00:00,WA007,9999E
486,WA001,,,Order,102,120,310015,233311-1-1-101,49604,18.00018143880976,2025-05-21 00:00:00,WA001,9999A
487,WA001,,,Order,102,120,310015,233311-1-1-102,49604,18.00018143880976,2025-05-21 00:00:00,WA001,9999A
488,WA001,,,Order,102,120,310015,233311-1-1-103,49604,18.00018143880976,2025-05-21 00:00:00,WA001,9999A
489,WA001,,,Order,102,120,310015,233311-1-1-104,49604,18.00018143880976,2025-05-21 00:00:00,WA001,9999A
490,WA001,,,Order,102,120,310015,233311-1-1-105,49604,18.00018143880976,2025-05-22 00:00:00,WA001,9999A
491,WA001,,,Order,102,120,310015,233311-1-1-106,49604,18.00018143880976,2025-07-03 00:00:00,WA001,9999A
492,WA001,,,Order,102,120,310015,233311-1-1-107,49604,18.00018143880976,2025-07-07 00:00:00,WA001,9999A
493,WA001,,,Order,102,120,310015,233311-1-1-108,49604,18.00018143880976,2025-07-07 00:00:00,WA001,9999A
494,WA001,,,Order,102,120,310015,233311-1-1-109,49604,18.00018143880976,2025-05-30 00:00:00,WA001,9999A
495,WA001,,,Order,102,120,310015,233311-1-1-110,49604,18.00018143880976,2025-05-30 00:00:00,WA001,9999A
496,WA001,,,Order,102,120,310015,233311-1-1-111,49604,18.00018143880976,2025-05-22 00:00:00,WA001,9999A
497,WA001,,,Order,102,120,310015,233311-1-1-112,55,0.0199582690737548,2025-05-22 00:00:00,WA001,9999A
498,WA001,,,Order,102,120,310015,233311-1-1-112,49548,17.97986029211648,2025-05-22 00:00:00,WA001,9999A
499,WA001,,,Order,102,120,310015,233311-1-1-113,49604,18.00018143880976,2025-06-12 00:00:00,WA001,9999A
500,WA002,,,Order,101,120,310724,233314-1-1-101,55115,20.0,2025-07-09 00:00:00,WA007,3041A
501,WA002,,,Order,101,120,310724,233314-1-1-101,55115,20.0,2025-07-09 00:00:00,WA007,3041A
502,WA002,,,Order,101,120,310724,233314-1-1-102,110230,40.0,2025-07-15 00:00:00,WA007,3041A
503,ID002,,,Order,102,120,310015,233319-1-1-101,1100,0.3991653814750975,2025-07-01 00:00:00,WA007,9999E
504,ID002,,,Order,102,120,310015,233319-1-1-101,110175,39.980041730926246,2025-07-01 00:00:00,WA007,9999E
505,ID002,,,Order,102,120,310015,233319-1-1-101,440370,159.80041730926246,2025-07-01 00:00:00,WA007,9999E
506,ID002,,,Order,102,120,310015,233319-1-1-101,165235,59.96008346185249,2025-07-01 00:00:00,WA007,9999E
507,ID002,,,Order,102,120,310015,233319-1-1-101,109845,39.86029211648371,2025-07-01 00:00:00,WA007,9999E
508,WA001,,,Order,102,120,310002,233322-1-1-101,551150,200.0,2025-07-09 00:00:00,WA001,9999A
509,WA001,,,Order,102,120,310002,233322-1-1-102,220460,80.0,2025-06-20 00:00:00,WA001,9999A
510,WA001,,,Order,102,120,310002,233322-1-1-102,220460,80.0,2025-06-20 00:00:00,WA001,9999A
511,WA001,,,Order,102,120,310002,233322-1-1-102,110230,40.0,2025-06-20 00:00:00,WA001,9999A
512,WA001,,,Order,102,120,310002,233322-1-2-103,55115,20.0,2025-06-05 00:00:00,WA001,9999A
513,WA001,,,Order,102,120,310002,233322-1-2-103,165345,60.0,2025-06-05 00:00:00,WA001,9999A
514,WA001,,,Order,102,120,310002,233322-1-2-103,165345,60.0,2025-06-05 00:00:00,WA001,9999A
515,WA001,,,Order,102,120,310002,233322-1-2-103,165345,60.0,2025-06-05 00:00:00,WA001,9999A
516,WA001,,,Order,102,120,310002,233322-1-2-104,165,0.0598748072212646,2025-06-25 00:00:00,WA001,9999A
517,WA001,,,Order,102,120,310002,233322-1-2-104,165235,59.96008346185249,2025-06-25 00:00:00,WA001,9999A
518,WA001,,,Order,102,120,310002,233322-1-2-104,165290,59.98004173092624,2025-06-25 00:00:00,WA001,9999A
519,WA001,,,Order,102,120,310002,233322-1-2-104,165345,60.0,2025-06-25 00:00:00,WA001,9999A
520,WA001,,,Order,102,120,310002,233322-1-2-104,55115,20.0,2025-06-25 00:00:00,WA001,9999A
521,WA001,,,Order,102,120,310002,233322-1-3-105,551150,200.0,2025-07-14 00:00:00,WA001,9999A
522,WA001,,,Order,102,120,310002,233322-1-3-106,551150,200.0,2025-07-15 00:00:00,WA001,9999A
523,WA001,,,Order,101,120,310015,233327-1-1-120,41336,14.999909280595118,2025-06-01 00:00:00,WA001,9999A
524,WA001,,,Order,101,120,310015,233327-1-1-121,41336,14.999909280595118,2025-06-04 00:00:00,WA001,9999A
525,WA001,,,Order,101,120,310015,233327-1-1-122,41336,14.999909280595118,2025-06-03 00:00:00,WA001,9999A
526,WA001,,,Order,102,120,310002,233332-1-1-101,440920,160.0,2025-09-02 00:00:00,WA001,9999A
527,WA001,,,Order,102,120,310002,233332-1-1-102,551150,200.0,2025-08-16 00:00:00,WA001,9999A
528,WA001,,,Order,102,120,310002,233332-1-1-103,330690,120.0,2025-08-16 00:00:00,WA001,9999A
529,WA001,,,Order,102,120,310002,233351-1-1-101,110230,40.0,2025-07-03 00:00:00,WA001,9999A
530,WA001,,,Order,102,120,310002,233351-1-1-101,110230,40.0,2025-07-03 00:00:00,WA001,9999A
531,WA001,,,Order,102,120,310002,233352-1-1-101,55,0.0199582690737548,2025-06-11 00:00:00,WA001,9999A
532,WA001,,,Order,102,120,310002,233352-1-1-101,110175,39.980041730926246,2025-06-11 00:00:00,WA001,9999A
533,WA001,,,Order,102,120,310002,233352-1-1-101,110230,40.0,2025-06-11 00:00:00,WA001,9999A
534,WA001,,,Order,102,120,310002,233354-1-1-101,440920,160.0,2025-07-15 00:00:00,WA001,9999A
535,WA001,,,Order,101,120,310002,233354-1-1-102,440920,160.0,2025-05-20 00:00:00,WA001,9999A
536,WA001,,,Order,102,120,310002,233364-1-1-102,55115,20.0,2025-06-12 00:00:00,WA001,9999A
537,WA001,,,Order,102,120,310002,233364-1-1-102,55115,20.0,2025-06-12 00:00:00,WA001,9999A
538,WA001,,,Order,102,120,310002,233364-1-1-102,55115,20.0,2025-06-12 00:00:00,WA001,9999A
539,WA001,,,Order,102,120,310015,233378-1-1-101,41336,14.999909280595118,2025-06-16 00:00:00,WA001,9999A
540,WA001,,,Order,102,120,310015,233378-1-1-102,41336,14.999909280595118,2025-06-18 00:00:00,WA001,9999A
541,WA001,,,Order,102,120,310015,233378-1-1-103,41336,14.999909280595118,2025-06-19 00:00:00,WA001,9999A
542,WA001,,,Order,102,120,310015,233378-1-1-104,41336,14.999909280595118,2025-06-30 00:00:00,WA001,9999A
543,WA001,,,Order,102,120,310015,233378-1-1-105,41336,14.999909280595118,2025-06-30 00:00:00,WA001,9999A
544,WA001,,,Order,102,120,310015,233378-1-1-106,41336,14.999909280595118,2025-07-01 00:00:00,WA001,9999A
545,WA001,,,Order,102,120,310015,233378-1-1-107,41336,14.999909280595118,2025-07-01 00:00:00,WA001,9999A
546,WA001,,,Order,102,120,310015,233378-1-1-108,41336,14.999909280595118,2025-07-02 00:00:00,WA001,9999A
547,WA001,,,Order,102,120,310015,233378-1-1-109,41336,14.999909280595118,2025-07-02 00:00:00,WA001,9999A
548,WA001,,,Order,102,120,310015,233378-1-1-110,41336,14.999909280595118,2025-07-03 00:00:00,WA001,9999A
549,WA001,,,Order,102,120,310015,233378-1-1-111,41336,14.999909280595118,2025-07-03 00:00:00,WA001,9999A
550,WA003,WA002,,Order,102,120,310726,233382-1-1-101,55115,20.0,2025-06-16 00:00:00,WA007,9999A
551,WA003,WA002,,Order,102,120,310726,233382-1-1-102,55115,20.0,2025-06-16 00:00:00,WA007,9999A
552,WA003,WA002,,Order,102,120,310726,233382-1-1-103,55115,20.0,2025-06-16 00:00:00,WA007,9999A
553,WA003,WA002,,Order,102,120,310726,233382-1-1-104,55115,20.0,2025-06-16 00:00:00,WA007,9999A
554,WA003,WA002,,Order,102,120,310726,233382-1-1-105,55115,20.0,2025-06-16 00:00:00,WA007,9999A
555,WA003,WA002,,Order,102,120,310726,233382-1-1-106,55115,20.0,2025-06-16 00:00:00,WA007,9999A
556,WA003,WA002,,Order,102,120,310726,233382-1-1-107,55115,20.0,2025-06-16 00:00:00,WA007,9999A
557,WA003,WA002,,Order,102,120,310726,233382-1-1-108,55115,20.0,2025-06-16 00:00:00,WA007,9999A
558,WA003,WA002,,Order,102,120,310726,233382-1-1-109,55115,20.0,2025-06-16 00:00:00,WA007,9999A
559,WA003,WA002,,Order,102,120,310726,233382-1-1-110,55115,20.0,2025-06-16 00:00:00,WA007,9999A
560,WA003,WA002,,Order,102,120,310726,233382-1-1-111,55115,20.0,2025-06-10 00:00:00,WA007,9999A
561,WA003,WA002,,Order,102,120,310726,233382-1-1-112,55115,20.0,2025-06-10 00:00:00,WA007,9999A
562,WA003,WA002,,Order,102,120,310726,233382-1-1-113,165,0.0598748072212646,2025-06-10 00:00:00,WA007,9999A
563,WA003,WA002,,Order,102,120,310726,233382-1-1-113,54950,19.940125192778734,2025-06-10 00:00:00,WA007,9999A
564,WA003,WA002,,Order,102,120,310726,233382-1-1-114,55115,20.0,2025-06-10 00:00:00,WA007,9999A
565,WA003,WA002,,Order,102,120,310726,233382-1-1-115,55115,20.0,2025-06-10 00:00:00,WA007,9999A
566,WA003,WA002,,Order,102,120,310726,233382-1-1-116,55115,20.0,2025-06-10 00:00:00,WA007,9999A
567,WA003,WA002,,Order,102,120,310726,233382-1-1-117,55115,20.0,2025-06-10 00:00:00,WA007,9999A
568,WA003,WA002,,Order,102,120,310726,233382-1-1-118,55,0.0199582690737548,2025-06-10 00:00:00,WA007,9999A
569,WA003,WA002,,Order,102,120,310726,233382-1-1-118,55060,19.98004173092624,2025-06-10 00:00:00,WA007,9999A
570,WA003,WA002,,Order,102,120,310726,233382-1-1-119,55115,20.0,2025-06-10 00:00:00,WA007,9999A
571,WA003,WA002,,Order,102,120,310726,233382-1-1-120,55115,20.0,2025-06-10 00:00:00,WA007,9999A
572,WA003,WA002,,Order,102,120,310726,233383-1-1-101,55115,20.0,2025-07-31 00:00:00,WA007,9999A
573,WA003,WA002,,Order,102,120,310726,233383-1-1-102,55115,20.0,2025-07-31 00:00:00,WA007,9999A
574,WA003,WA002,,Order,102,120,310726,233383-1-1-103,55115,20.0,2025-07-31 00:00:00,WA007,9999A
575,WA003,WA002,,Order,102,120,310726,233383-1-1-104,55115,20.0,2025-07-31 00:00:00,WA007,9999A
576,WA003,WA002,,Order,102,120,310726,233383-1-1-105,55115,20.0,2025-07-31 00:00:00,WA007,9999A
577,WA003,WA002,,Order,102,120,310726,233383-1-1-106,55115,20.0,2025-07-31 00:00:00,WA007,9999A
578,WA003,WA002,,Order,102,120,310726,233383-1-1-107,55115,20.0,2025-07-31 00:00:00,WA007,9999A
579,WA003,WA002,,Order,102,120,310726,233383-1-1-108,55115,20.0,2025-07-31 00:00:00,WA007,9999A
580,WA003,WA002,,Order,102,120,310726,233383-1-1-109,55115,20.0,2025-07-31 00:00:00,WA007,9999A
581,WA003,WA002,,Order,102,120,310726,233383-1-1-110,55115,20.0,2025-07-31 00:00:00,WA007,9999A
582,WA003,WA002,,Order,102,120,310726,233383-1-1-111,55115,20.0,2025-07-10 00:00:00,WA007,9999A
583,WA003,WA002,,Order,102,120,310726,233383-1-1-112,55115,20.0,2025-07-10 00:00:00,WA007,9999A
584,WA003,WA002,,Order,102,120,310726,233383-1-1-113,55115,20.0,2025-07-10 00:00:00,WA007,9999A
585,WA003,WA002,,Order,102,120,310726,233383-1-1-114,55115,20.0,2025-07-10 00:00:00,WA007,9999A
586,WA003,WA002,,Order,102,120,310726,233383-1-1-115,55115,20.0,2025-07-10 00:00:00,WA007,9999A
587,WA003,WA002,,Order,102,120,310726,233383-1-1-116,55115,20.0,2025-07-10 00:00:00,WA007,9999A
588,WA003,WA002,,Order,102,120,310726,233383-1-1-117,55115,20.0,2025-07-10 00:00:00,WA007,9999A
589,WA003,WA002,,Order,102,120,310726,233383-1-1-118,55115,20.0,2025-07-10 00:00:00,WA007,9999A
590,WA003,WA002,,Order,102,120,310726,233383-1-1-119,55115,20.0,2025-07-10 00:00:00,WA007,9999A
591,WA003,WA002,,Order,102,120,310726,233383-1-1-120,55115,20.0,2025-07-10 00:00:00,WA007,9999A
592,WA001,,,Order,102,120,310015,233390-1-1-101,41336,14.999909280595118,2025-06-16 00:00:00,WA001,9999A
593,WA001,,,Order,102,120,310015,233390-1-1-102,41336,14.999909280595118,2025-06-19 00:00:00,WA001,9999A
594,WA001,,,Order,102,120,310015,233390-1-1-103,41336,14.999909280595118,2025-06-20 00:00:00,WA001,9999A
595,WA001,,,Order,102,120,310015,233390-1-1-104,41336,14.999909280595118,2025-06-23 00:00:00,WA001,9999A
596,WA001,,,Order,102,120,310015,233390-1-1-105,41336,14.999909280595118,2025-06-24 00:00:00,WA001,9999A
597,WA001,,,Order,102,120,310015,233390-1-1-106,41336,14.999909280595118,2025-06-25 00:00:00,WA001,9999A
598,WA001,,,Order,102,120,310015,233390-1-1-107,41336,14.999909280595118,2025-06-26 00:00:00,WA001,9999A
599,WA001,,,Order,102,120,310015,233390-1-1-108,41336,14.999909280595118,2025-06-27 00:00:00,WA001,9999A
600,WA001,,,Order,102,120,310015,233390-1-1-109,41336,14.999909280595118,2025-06-26 00:00:00,WA001,9999A
601,WA001,,,Order,102,120,310015,233390-1-1-110,41336,14.999909280595118,2025-06-26 00:00:00,WA001,9999A
602,WA001,,,Order,102,120,310015,233390-1-1-111,41336,14.999909280595118,2025-06-27 00:00:00,WA001,9999A
603,WA003,WA002,,Order,101,120,310726,233393-1-1-101,165345,60.0,2025-07-29 00:00:00,WA007,9999A
604,WA003,WA002,,Order,101,120,310726,233394-1-1-101,110,0.0399165381475097,2025-05-28 00:00:00,WA007,9999E
605,WA003,WA002,,Order,101,120,310726,233394-1-1-101,330580,119.96008346185248,2025-05-28 00:00:00,WA007,9999E
606,WA003,WA002,,Order,102,120,310726,233397-1-1-101,55115,20.0,2025-05-13 00:00:00,WA007,9999A
607,WA003,WA002,,Order,102,120,310726,233397-1-1-102,55115,20.0,2025-05-13 00:00:00,WA007,9999A
608,WA003,WA002,,Order,102,120,310726,233397-1-1-103,55115,20.0,2025-05-13 00:00:00,WA007,9999A
609,WA003,WA002,,Order,102,120,310726,233397-1-1-104,55115,20.0,2025-05-13 00:00:00,WA007,9999A
610,WA003,WA002,,Order,102,120,310726,233397-1-1-105,55115,20.0,2025-05-13 00:00:00,WA007,9999A
611,WA003,WA002,,Order,102,120,310726,233397-1-1-106,55115,20.0,2025-05-13 00:00:00,WA007,9999A
612,WA003,WA002,,Order,102,120,310726,233397-1-1-107,55115,20.0,2025-05-13 00:00:00,WA007,9999A
613,WA003,WA002,,Order,102,120,310726,233397-1-1-108,110,0.0399165381475097,2025-05-13 00:00:00,WA007,9999A
614,WA003,WA002,,Order,102,120,310726,233397-1-1-108,55005,19.960083461852488,2025-05-13 00:00:00,WA007,9999A
615,WA003,WA002,,Order,102,120,310726,233397-1-1-109,165,0.0598748072212646,2025-05-13 00:00:00,WA007,9999A
616,WA003,WA002,,Order,102,120,310726,233397-1-1-109,54950,19.940125192778734,2025-05-13 00:00:00,WA007,9999A
617,WA003,WA002,,Order,102,120,310726,233397-1-1-110,55,0.0199582690737548,2025-05-13 00:00:00,WA007,9999A
618,WA003,WA002,,Order,102,120,310726,233397-1-1-110,55060,19.98004173092624,2025-05-13 00:00:00,WA007,9999A
619,WA003,,,Order,101,120,310726,233402-1-1-101,220,0.0798330762950195,2025-07-15 00:00:00,WA007,3007DRYGUM
620,WA003,,,Order,101,120,310726,233402-1-1-101,220240,79.92016692370497,2025-07-15 00:00:00,WA007,3007DRYGUM
621,WA003,,,Order,101,120,310726,233402-1-1-102,331,0.120112492062052,2025-07-12 00:00:00,WA007,3007DRYGUM
622,WA003,,,Order,101,120,310726,233402-1-1-102,275244,99.87988750793797,2025-07-12 00:00:00,WA007,3007DRYGUM
623,WA003,,,Order,101,120,310726,233402-1-2-103,220460,80.0,2025-07-29 00:00:00,WA007,3007DRYGUM
624,WA003,,,Order,101,120,310726,233402-1-2-104,220460,80.0,2025-07-29 00:00:00,WA007,3007DRYGUM
625,WA003,,,Order,101,120,310726,233402-1-2-105,220460,80.0,2025-07-29 00:00:00,WA007,3007DRYGUM
626,WA003,,,Order,101,120,310726,233402-1-2-106,220460,80.0,2025-07-29 00:00:00,WA007,3007DRYGUM
627,WA003,,,Order,101,120,310726,233402-1-2-107,220460,80.0,2025-07-29 00:00:00,WA007,3007DRYGUM
628,WA003,,,Order,101,120,310726,233402-1-2-108,220460,80.0,2025-07-29 00:00:00,WA007,3007DRYGUM
629,WA003,,,Order,101,120,310726,233402-1-2-109,220460,80.0,2025-07-29 00:00:00,WA007,3007DRYGUM
630,WA003,,,Order,101,120,310726,233402-1-2-110,165345,60.0,2025-07-29 00:00:00,WA007,3007DRYGUM
631,WA001,,,Order,102,120,310015,233417-1-1-101,41336,14.999909280595118,2025-06-23 00:00:00,WA001,9999A
632,WA001,,,Order,102,120,310015,233417-1-1-102,41336,14.999909280595118,2025-06-23 00:00:00,WA001,9999A
633,WA001,,,Order,102,120,310015,233417-1-1-103,41336,14.999909280595118,2025-06-24 00:00:00,WA001,9999A
634,WA001,,,Order,102,120,310015,233417-1-1-104,41336,14.999909280595118,2025-06-24 00:00:00,WA001,9999A
635,WA001,,,Order,102,120,310015,233417-1-1-105,41336,14.999909280595118,2025-06-25 00:00:00,WA001,9999A
636,WA001,,,Order,102,120,310015,233417-1-1-106,41336,14.999909280595118,2025-06-25 00:00:00,WA001,9999A
637,WA001,,,Order,102,120,310015,233417-1-1-107,41336,14.999909280595118,2025-06-26 00:00:00,WA001,9999A
638,WA001,,,Order,102,120,310015,233417-1-1-108,41336,14.999909280595118,2025-06-26 00:00:00,WA001,9999A
639,WA001,,,Order,102,120,310015,233417-1-1-109,41336,14.999909280595118,2025-06-27 00:00:00,WA001,9999A
640,WA001,,,Order,102,120,310015,233417-1-1-110,41336,14.999909280595118,2025-06-27 00:00:00,WA001,9999A
641,WA002,WA003,,Order,102,120,310726,233428-1-1-101,110230,40.0,2025-08-03 00:00:00,WA007,9999A
642,WA002,WA003,,Order,102,120,310726,233433-1-1-101,1323,0.4800870906286855,2025-06-18 00:00:00,WA007,9999A
643,WA002,WA003,,Order,102,120,310726,233433-1-1-101,108907,39.519912909371314,2025-06-18 00:00:00,WA007,9999A
644,WA001,,,Order,102,120,310015,233439-1-1-101,41336,14.999909280595118,2025-05-16 00:00:00,WA001,9999A
645,WA001,,,Order,102,120,310015,233439-1-1-102,41336,14.999909280595118,2025-05-16 00:00:00,WA001,9999A
646,WA001,,,Order,102,120,310015,233439-1-1-103,41336,14.999909280595118,2025-05-19 00:00:00,WA001,9999A
647,WA001,,,Order,102,120,310015,233439-1-1-104,41336,14.999909280595118,2025-05-20 00:00:00,WA001,9999A
648,WA001,,,Order,102,120,310015,233439-1-1-105,41336,14.999909280595118,2025-05-20 00:00:00,WA001,9999A
649,ID002,,,Order,102,120,310015,233440-1-1-101,41336,14.999909280595118,2025-06-03 00:00:00,ID002,9999A
650,ID002,,,Order,102,120,310015,233440-1-1-102,55,0.0199582690737548,2025-05-27 00:00:00,ID002,9999A
651,ID002,,,Order,102,120,310015,233440-1-1-102,41281,14.979951011521363,2025-05-27 00:00:00,ID002,9999A
652,ID002,,,Order,102,120,310015,233440-1-1-103,41336,14.999909280595118,2025-06-03 00:00:00,ID002,9999A
653,ID002,,,Order,102,120,310015,233440-1-1-104,41336,14.999909280595118,2025-05-28 00:00:00,ID002,9999A
654,ID002,,,Order,102,120,310015,233440-1-1-105,41336,14.999909280595118,2025-05-30 00:00:00,ID002,9999A
655,ID002,,,Order,102,120,310015,233440-1-1-106,41336,14.999909280595118,2025-06-02 00:00:00,ID002,9999A
656,ID002,,,Order,102,120,310015,233440-1-1-107,551,0.1999455683570715,2025-05-21 00:00:00,ID002,9999A
657,ID002,,,Order,102,120,310015,233440-1-1-107,40785,14.799963712238048,2025-05-21 00:00:00,ID002,9999A
658,ID002,,,Order,102,120,310015,233440-1-1-108,41336,14.999909280595118,2025-05-30 00:00:00,ID002,9999A
659,ID002,,,Order,102,120,310015,233440-1-1-109,41336,14.999909280595118,2025-05-21 00:00:00,ID002,9999A
660,ID002,,,Order,102,120,310015,233440-1-1-110,41336,14.999909280595118,2025-06-04 00:00:00,ID002,9999A
661,ID002,,,Order,102,120,310015,233440-1-1-111,41336,14.999909280595118,2025-05-29 00:00:00,ID002,9999A
662,ID002,,,Order,102,120,310015,233440-1-1-112,55,0.0199582690737548,2025-06-04 00:00:00,ID002,9999A
663,ID002,,,Order,102,120,310015,233440-1-1-112,41281,14.979951011521363,2025-06-04 00:00:00,ID002,9999A
664,ID002,,,Order,102,120,310015,233440-1-1-113,41336,14.999909280595118,2025-06-02 00:00:00,ID002,9999A
665,ID002,,,Order,102,120,310015,233440-1-1-114,41336,14.999909280595118,2025-05-19 00:00:00,ID002,9999A
666,ID002,,,Order,102,120,310015,233440-1-1-115,41336,14.999909280595118,2025-06-02 00:00:00,ID002,9999A
667,ID002,,,Order,102,120,310015,233440-1-1-116,41336,14.999909280595118,2025-06-03 00:00:00,ID002,9999A
668,ID002,,,Order,102,120,310015,233440-1-1-117,41336,14.999909280595118,2025-05-29 00:00:00,ID002,9999A
669,ID002,,,Order,102,120,310015,233440-1-1-118,41336,14.999909280595118,2025-05-19 00:00:00,ID002,9999A
670,ID002,,,Order,102,120,310015,233440-1-1-119,41336,14.999909280595118,2025-05-28 00:00:00,ID002,9999A
671,ID002,,,Order,102,120,310015,233440-1-1-120,41336,14.999909280595118,2025-05-20 00:00:00,ID002,9999A
672,ID002,,,Order,102,120,310015,233440-1-1-121,41336,14.999909280595118,2025-06-02 00:00:00,ID002,9999A
673,ID002,,,Order,102,120,310015,233440-1-1-122,41336,14.999909280595118,2025-05-29 00:00:00,ID002,9999A
674,ID002,,,Order,102,120,310015,233440-1-1-123,41336,14.999909280595118,2025-06-04 00:00:00,ID002,9999A
675,ID002,,,Order,102,120,310015,233440-1-1-124,41336,14.999909280595118,2025-06-03 00:00:00,ID002,9999A
676,ID002,,,Order,102,120,310015,233440-1-1-125,41336,14.999909280595118,2025-05-21 00:00:00,ID002,9999A
677,ID002,WA001,,Order,102,120,310015,233444-1-2-104,551,0.1999455683570715,2025-06-01 00:00:00,TX001,9999A
678,ID002,WA001,,Order,102,120,310015,233444-1-2-104,43541,15.800054431642929,2025-06-01 00:00:00,TX001,9999A
679,ID002,WA001,,Order,102,120,310015,233444-1-2-105,386,0.1400707611358069,2025-06-01 00:00:00,TX001,9999A
680,ID002,WA001,,Order,102,120,310015,233444-1-2-105,43706,15.859929238864192,2025-06-01 00:00:00,TX001,9999A
681,ID002,WA001,,Order,102,120,310015,233444-1-2-106,331,0.120112492062052,2025-06-01 00:00:00,TX001,9999A
682,ID002,WA001,,Order,102,120,310015,233444-1-2-106,43761,15.879887507937946,2025-06-01 00:00:00,TX001,9999A
683,WA003,WA002,,Order,102,120,310726,233446-1-1-101,551,0.1999455683570715,2025-06-25 00:00:00,WA007,9999E
684,WA003,WA002,,Order,102,120,310726,233446-1-1-101,164794,59.80005443164293,2025-06-25 00:00:00,WA007,9999E
685,WA001,,,Order,102,120,310015,233461-1-1-122,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
686,WA001,,,Order,102,120,310015,233461-1-1-123,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
687,WA001,,,Order,102,120,310015,233461-1-1-124,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
688,WA001,,,Order,102,120,310015,233461-1-1-125,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
689,WA001,,,Order,102,120,310015,233461-1-1-126,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
690,WA001,,,Order,102,120,310015,233461-1-1-127,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
691,WA001,,,Order,102,120,310015,233461-1-1-128,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
692,WA001,,,Order,102,120,310015,233461-1-1-129,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
693,WA001,,,Order,102,120,310015,233461-1-1-130,41336,14.999909280595118,2025-07-18 00:00:00,WA001,9999A
694,WA001,,,Order,102,120,310015,233461-1-1-131,41336,14.999909280595118,2025-07-25 00:00:00,WA001,9999A
695,WA001,,,Order,102,120,310015,233461-1-1-132,41336,14.999909280595118,2025-07-25 00:00:00,WA001,9999A
696,WA001,,,Order,102,120,310015,233461-1-1-133,41336,14.999909280595118,2025-07-25 00:00:00,WA001,9999A
697,WA001,,,Order,102,120,310015,233461-1-1-134,41336,14.999909280595118,2025-07-25 00:00:00,WA001,9999A
698,WA001,,,Order,102,120,310015,233461-1-1-135,41336,14.999909280595118,2025-07-25 00:00:00,WA001,9999A
699,WA001,,,Order,102,120,310015,233461-1-1-136,41336,14.999909280595118,2025-07-25 00:00:00,WA001,9999A
700,WA001,,,Order,102,120,310015,233461-1-1-137,41336,14.999909280595118,2025-07-31 00:00:00,WA001,9999A
701,WA001,,,Order,102,120,310015,233461-1-1-138,41336,14.999909280595118,2025-07-31 00:00:00,WA001,9999A
702,WA001,,,Order,102,120,310015,233461-1-1-139,41336,14.999909280595118,2025-07-31 00:00:00,WA001,9999A
