Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO
9,2755.75,1,310015,1052512313,101,ID002,3117A-3123A-9999A-9999E,ID002,300997631
9,2755.75,1,310015,1052512313,101,ID002,3117A-3123A-9999A-9999E,ID002,300997632
9,2755.75,1,310015,1052512313,101,ID002,3117A-3123A-9999A-9999E,ID002,300997633
9,2755.75,1,310015,1052512313,101,ID002,3117A-3123A-9999A-9999E,ID002,300997635
9,2755.75,1,310015,1052512313,101,ID002,3117A-3123A-9999A-9999E,ID002,300997637
9,2755.75,1,310015,1052512313,101,ID002,3117A-3123A-9999A-9999E,ID002,300997638
9,2755.75,1,310015,1052512313,101,ID002,3117A-3123A-9999A-9999E,ID002,300997639
9,2755.75,1,310724,1012512301,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996639
9,2755.75,1,310724,1012512301,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996640
9,2755.75,1,310724,1012512301,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996641
9,2755.75,1,310724,1012512301,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996674
9,2755.75,1,310724,1012512301,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996675
9,2755.75,1,310724,1012512302,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996676
9,2755.75,1,310724,1012512302,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996724
9,2755.75,1,310724,1012512302,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996725
9,2755.75,1,310724,1012512302,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996726
9,2755.75,1,310724,1012512302,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996727
9,2755.75,1,310724,1012512302,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996740
9,2755.75,1,310724,1012512302,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996743
9,2755.75,1,310724,1012512302,101,WA002,3040A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300996744
9,2755.75,1,310724,1012512303,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996748
9,2755.75,1,310724,1012512303,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996749
9,2755.75,1,310724,1012512303,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996767
9,2755.75,1,310724,1012512303,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996768
9,2755.75,1,310724,1012512303,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996769
9,2755.75,1,310724,1012512303,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996770
9,2755.75,1,310724,1012512303,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996821
9,2755.75,1,310724,1012512303,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996822
9,2755.75,1,310724,1012512304,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996824
9,2755.75,1,310724,1012512304,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996872
9,2755.75,1,310724,1012512304,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996873
9,2755.75,1,310724,1012512305,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996876
9,2755.75,1,310724,1012512305,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996922
9,2755.75,1,310724,1012512305,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996923
9,2755.75,1,310724,1012512305,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996924
9,2755.75,1,310724,1012512305,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996925
9,2755.75,1,310724,1012512305,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996926
9,2755.75,1,310724,1012512305,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996927
9,2755.75,1,310724,1012512305,101,WA002,3040A-3045A-3053A-9999A-9999E,WA002,300996932
9,2755.75,1,310724,1012512308,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300997154
9,2755.75,1,310724,1012512308,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300997155
9,2755.75,1,310724,1012512308,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300997156
9,2755.75,1,310724,1012512308,101,WA002,3040A-3043A-3045A-3053A-3055A-3055A-9999A-9999E,WA002,300997157
