ORDER_NUMBER,Inventory History for Allocation.WHSE_CODE,ITEM,Inventory History for Allocation.PRODUCTION_PLANT,Inventory History for Allocation.QC_GRADE,Inventory History for Allocation.SPEC,Average of Inventory History for Allocation.AGE,SHIPPED_DATE
232128-1-8-132,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,25.00,2025-06-25 00:00:00
232128-1-8-132,WA003,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,6.00,2025-06-25 00:00:00
232128-1-8-132,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,25.40,2025-06-25 00:00:00
232128-1-8-134,WA003,310726,WA003,101,"",8.00,2025-06-25 00:00:00
232128-1-8-134,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,28.00,2025-06-25 00:00:00
232128-1-8-134,WA003,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,8.00,2025-06-25 00:00:00
232128-1-8-134,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,29.00,2025-06-25 00:00:00
232128-1-8-134,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,28.00,2025-06-25 00:00:00
232128-1-8-134,WA003,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,6.00,2025-06-25 00:00:00
232128-1-8-134,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,27.00,2025-06-25 00:00:00
232128-1-8-134,WA003,310726,WA003,102,9999A,8.00,2025-06-25 00:00:00
232130-1-9-124,WA003,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,6.17,2025-06-25 00:00:00
232130-1-9-124,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,26.55,2025-06-25 00:00:00
232483-1-4-117,WA001,310774,WA001,102,9999A,28.28,2025-06-25 00:00:00
232665-1-1-102,WA002,310726,WA002,101,3035A-9999A-9999C-9999E,8.00,2025-06-25 00:00:00
232665-1-1-102,WA007,310726,WA002,101,3035A-9999A-9999C-9999E,11.00,2025-06-25 00:00:00
232665-1-1-102,WA007,310726,WA002,101,3035A-9999A-9999E,17.55,2025-06-25 00:00:00
233119-1-2-102,WA001,310002,WA001,102,9999A,28.50,2025-06-25 00:00:00
233235-1-1-104,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,9.00,2025-06-25 00:00:00
233235-1-1-104,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,9.00,2025-06-25 00:00:00
233235-1-1-104,WA003,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,7.00,2025-06-25 00:00:00
233235-1-1-104,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,11.50,2025-06-25 00:00:00
233235-1-1-104,WA003,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,8.00,2025-06-25 00:00:00
233235-1-1-104,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,11.00,2025-06-25 00:00:00
233235-1-1-104,WA003,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,7.00,2025-06-25 00:00:00
233235-1-1-104,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,12.00,2025-06-25 00:00:00
233235-1-1-104,WA002,310726,WA002,101,9999A-9999C-9999CS-9999E,9.00,2025-06-25 00:00:00
233235-1-1-104,WA007,310726,WA002,101,9999A-9999C-9999CS-9999E,10.00,2025-06-25 00:00:00
233235-1-1-104,WA007,310726,WA002,101,9999A-9999C-9999E,16.00,2025-06-25 00:00:00
233235-1-1-104,WA007,310726,WA002,101,9999A-9999E,15.22,2025-06-25 00:00:00
233239-1-1-103,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,28.50,2025-06-25 00:00:00
233239-1-1-103,WA002,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,7.50,2025-06-25 00:00:00
233239-1-1-103,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,27.71,2025-06-25 00:00:00
233239-1-1-104,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,29.50,2025-06-25 00:00:00
233239-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,30.50,2025-06-25 00:00:00
233239-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,12.00,2025-06-25 00:00:00
233242-1-1-102,WA003,310726,WA003,101,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,7.00,2025-06-25 00:00:00
233242-1-1-102,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,11.00,2025-06-25 00:00:00
233242-1-1-102,WA003,310726,WA003,101,3002A-3007S-3025S-3035A-9999A-9999E,7.00,2025-06-25 00:00:00
233242-1-1-102,WA007,310726,WA003,101,3002A-3007S-3025S-3035A-9999A-9999E,10.50,2025-06-25 00:00:00
233242-1-1-102,WA003,310726,WA003,101,3007S-3033A-3035A-9999A-9999E,7.00,2025-06-25 00:00:00
233242-1-1-102,WA007,310726,WA003,101,3007S-3033A-3035A-9999A-9999E,10.50,2025-06-25 00:00:00
233322-1-2-104,WA001,310002,WA001,102,9999A,9.42,2025-06-25 00:00:00
233390-1-1-106,WA001,310015,WA001,101,9999A-9999E,12.40,2025-06-25 00:00:00
233417-1-1-103,WA001,310015,WA001,101,9999A-9999E,12.50,2025-06-25 00:00:00
233417-1-1-103,WA001,310015,WA001,102,9999A,12.50,2025-06-25 00:00:00
233417-1-1-105,WA001,310015,WA001,101,9999A-9999E,12.33,2025-06-25 00:00:00
233417-1-1-106,WA001,310015,WA001,101,9999A-9999E,12.00,2025-06-25 00:00:00
233533-1-1-111,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.00,2025-06-25 00:00:00
233533-1-1-113,ID002,310015,ID002,101,3117A-3117S-3123A-9999A-9999E,9.50,2025-06-25 00:00:00
233533-1-1-113,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.50,2025-06-25 00:00:00
233533-1-1-114,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.00,2025-06-25 00:00:00
233538-1-1-102,ID010,310086,ID002,101,3139A-3140A-9999A,54.70,2025-06-25 00:00:00
233594-1-1-104,ID002,310015,ID002,101,3117A-3117S-3123A-9999A-9999E,9.50,2025-06-25 00:00:00
233594-1-1-104,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.47,2025-06-25 00:00:00
232128-1-8-133,WA007,310726,WA003,101,"",11.50,2025-06-24 00:00:00
232128-1-8-133,WA003,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,12.50,2025-06-24 00:00:00
232128-1-8-133,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,28.67,2025-06-24 00:00:00
232128-1-8-134,WA003,310726,WA003,101,"",8.00,2025-06-24 00:00:00
232128-1-8-134,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,27.50,2025-06-24 00:00:00
232128-1-8-134,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,27.50,2025-06-24 00:00:00
232483-1-4-116,WA001,310774,WA001,102,9999A,21.12,2025-06-24 00:00:00
232665-1-1-102,WA007,310726,WA002,101,3015A-3035A-9999A-9999E,20.50,2025-06-24 00:00:00
232665-1-1-102,WA007,310726,WA002,101,3035A-9999A-9999C-9999E,19.83,2025-06-24 00:00:00
232665-1-1-102,WA007,310726,WA002,101,3035A-9999A-9999E,20.68,2025-06-24 00:00:00
232743-1-7-113,WA001,310015,WA001,101,9999A-9999E,14.50,2025-06-24 00:00:00
232807-1-3-172,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,48.32,2025-06-24 00:00:00
232807-1-3-172,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,48.17,2025-06-24 00:00:00
232807-1-3-173,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,48.32,2025-06-24 00:00:00
232807-1-3-173,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,48.17,2025-06-24 00:00:00
232807-1-3-174,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,50.00,2025-06-24 00:00:00
232807-1-3-174,MEX002,310015,ID002,101,3123A-3132A-9999A-9999E,50.17,2025-06-24 00:00:00
232807-1-3-175,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,50.22,2025-06-24 00:00:00
232807-1-3-175,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,50.62,2025-06-24 00:00:00
232807-1-3-176,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,50.79,2025-06-24 00:00:00
232807-1-3-176,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,51.17,2025-06-24 00:00:00
233156-1-3-110,WA001,310015,WA001,101,9999A-9999E,13.50,2025-06-24 00:00:00
233239-1-1-103,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,27.13,2025-06-24 00:00:00
233239-1-1-103,WA002,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,7.50,2025-06-24 00:00:00
233239-1-1-103,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,28.63,2025-06-24 00:00:00
233239-1-1-103,WA002,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999C-9999E,8.50,2025-06-24 00:00:00
233239-1-1-103,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999C-9999E,28.79,2025-06-24 00:00:00
233281-1-2-102,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,28.71,2025-06-24 00:00:00
233281-1-2-102,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-9999A-9999C-9999E,31.50,2025-06-24 00:00:00
233281-1-2-102,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-9999A-9999E,28.71,2025-06-24 00:00:00
233281-1-2-102,WA007,310724,WA002,101,3040A-3043A-3045A-9999A-9999E,29.66,2025-06-24 00:00:00
233281-1-2-102,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,24.67,2025-06-24 00:00:00
233322-1-2-104,WA001,310002,WA001,102,9999A,10.62,2025-06-24 00:00:00
233382-1-1-113,WA007,310726,WA002,102,9999A,34.03,2025-06-24 00:00:00
233390-1-1-105,WA001,310015,WA001,101,9999A-9999E,14.50,2025-06-24 00:00:00
233402-1-1-101,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,27.73,2025-06-24 00:00:00
233402-1-1-101,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,26.67,2025-06-24 00:00:00
233417-1-1-104,WA001,310015,WA001,101,9999A-9999E,13.72,2025-06-24 00:00:00
233417-1-1-104,WA001,310015,WA001,102,9999A,12.50,2025-06-24 00:00:00
233510-1-1-117,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.47,2025-06-24 00:00:00
233533-1-1-109,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.00,2025-06-24 00:00:00
233533-1-1-110,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.00,2025-06-24 00:00:00
233533-1-1-112,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.00,2025-06-24 00:00:00
233585-1-1-101,WA007,310724,WA002,101,3040A-3045A-3053A-9999A,41.67,2025-06-24 00:00:00
233594-1-1-105,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.00,2025-06-24 00:00:00
233595-1-1-106,WA002,310726,WA002,102,9999A,13.50,2025-06-24 00:00:00
233595-1-1-107,WA002,310726,WA002,101,3035A-9999A-9999C-9999E,8.00,2025-06-24 00:00:00
233595-1-1-107,WA002,310726,WA002,101,3035A-9999A-9999E,9.50,2025-06-24 00:00:00
233595-1-1-108,WA002,310726,WA002,101,3035A-9999A-9999C-9999E,8.00,2025-06-24 00:00:00
233595-1-1-108,WA002,310726,WA002,101,3035A-9999A-9999E,9.50,2025-06-24 00:00:00
EDI143799,WA018,310015,WA002,101,3117A-3123A-9999A-9999E,105.64,2025-06-24 00:00:00
MIT113131,WA018,310018,WA001,102,9999A,47.67,2025-06-24 00:00:00
232128-1-7-129,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,36.88,2025-06-23 00:00:00
232128-1-7-129,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,37.50,2025-06-23 00:00:00
232128-1-7-129,WA007,310726,WA003,101,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,36.50,2025-06-23 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,36.50,2025-06-23 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,36.50,2025-06-23 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,35.50,2025-06-23 00:00:00
232128-1-7-131,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,28.50,2025-06-23 00:00:00
232128-1-7-131,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,28.50,2025-06-23 00:00:00
232130-1-9-123,WA003,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,6.00,2025-06-23 00:00:00
232130-1-9-123,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,26.00,2025-06-23 00:00:00
232483-1-4-118,WA001,310774,WA001,102,9999A,13.00,2025-06-23 00:00:00
232665-1-1-102,WA007,310726,WA002,101,3015A-3035A-9999A-9999E,20.00,2025-06-23 00:00:00
232665-1-1-102,WA007,310726,WA002,101,3035A-9999A-9999C-9999E,22.00,2025-06-23 00:00:00
232665-1-1-102,WA007,310726,WA002,101,3035A-9999A-9999E,22.39,2025-06-23 00:00:00
232665-1-1-102,WA007,310726,WA002,101,9999A-9999E,16.00,2025-06-23 00:00:00
232677-1-2-104,ID010,310015,ID002,101,3117A-3123A-9999A-9999E,18.80,2025-06-23 00:00:00
232807-1-3-170,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,52.28,2025-06-23 00:00:00
232807-1-3-170,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,52.55,2025-06-23 00:00:00
232807-1-3-171,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,47.69,2025-06-23 00:00:00
232807-1-3-171,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,47.84,2025-06-23 00:00:00
232869-1-5-126,ID010,310086,ID002,101,3139A-3140A-9999A,38.50,2025-06-23 00:00:00
232893-1-1-101,WA002,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,39.50,2025-06-23 00:00:00
232893-1-1-101,WA002,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,39.50,2025-06-23 00:00:00
233066-1-1-102,WA007,310726,WA003,101,3002A-3015A-9999A-9999E,19.00,2025-06-23 00:00:00
233066-1-1-102,WA007,310726,WA003,101,3002A-9999A-9999C-9999CS-9999E,20.00,2025-06-23 00:00:00
233066-1-1-102,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,17.00,2025-06-23 00:00:00
233229-1-1-101,WA007,310724,WA002,101,3040A-3041A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,27.77,2025-06-23 00:00:00
233229-1-1-101,WA007,310724,WA002,101,3040A-3041A-3043A-3045A-3053A-3055A-9999A-9999E,49.50,2025-06-23 00:00:00
233229-1-1-101,WA007,310724,WA002,101,3040A-3041A-3045A-3053A-3055A-9999A-9999E,12.29,2025-06-23 00:00:00
233296-1-2-104,WA007,310726,WA003,101,3002A-3015A-3025S-3033A-9999A-9999C-9999CS-9999E,27.50,2025-06-23 00:00:00
233296-1-2-104,WA007,310726,WA003,101,3002A-3015A-3025S-3033A-9999A-9999E,27.50,2025-06-23 00:00:00
233296-1-2-104,WA003,310726,WA003,102,9999A,8.00,2025-06-23 00:00:00
233322-1-2-104,WA001,310002,WA001,101,3408A-9999A,12.00,2025-06-23 00:00:00
233322-1-2-104,WA001,310002,WA001,102,9999A,12.42,2025-06-23 00:00:00
233390-1-1-104,WA001,310015,WA001,101,9999A-9999E,14.87,2025-06-23 00:00:00
233417-1-1-101,WA001,310015,WA001,101,9999A-9999E,14.40,2025-06-23 00:00:00
233417-1-1-102,WA001,310015,WA001,101,9999A-9999E,15.00,2025-06-23 00:00:00
233446-1-1-101,WA007,310726,WA002,101,9999A-9999C-9999E,16.00,2025-06-23 00:00:00
233446-1-1-101,WA007,310726,WA002,101,9999A-9999E,19.01,2025-06-23 00:00:00
233510-1-1-116,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.73,2025-06-23 00:00:00
233510-1-1-118,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.00,2025-06-23 00:00:00
233510-1-1-121,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.54,2025-06-23 00:00:00
233510-1-1-128,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.00,2025-06-23 00:00:00
233533-1-1-106,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.00,2025-06-23 00:00:00
233533-1-1-107,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.00,2025-06-23 00:00:00
233533-1-1-108,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.00,2025-06-23 00:00:00
233594-1-1-103,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.00,2025-06-23 00:00:00
233595-1-1-105,WA002,310726,WA002,101,3035A-9999A-9999C-9999CS-9999E,7.50,2025-06-23 00:00:00
233595-1-1-105,WA002,310726,WA002,101,3035A-9999A-9999C-9999E,7.50,2025-06-23 00:00:00
233595-1-1-105,WA002,310726,WA002,102,9999A,13.00,2025-06-23 00:00:00
EDI143519,WA018,310018,WA001,102,9999A,47.67,2025-06-23 00:00:00
10016800,ID012,310018,WA001,102,9999A,60.50,2025-06-22 00:00:00
10016800,WA018,310018,WA001,102,9999A,47.44,2025-06-22 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,32.50,2025-06-21 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32.50,2025-06-21 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32.50,2025-06-21 00:00:00
233223-1-1-104,WA007,310726,WA002,101,9999A-9999C-9999E,20.00,2025-06-21 00:00:00
233223-1-1-104,WA007,310726,WA002,101,9999A-9999E,19.67,2025-06-21 00:00:00
10016719,ID012,310018,WA001,102,9999A,57.29,2025-06-20 00:00:00
10016719,WA018,310018,WA001,102,9999A,45.77,2025-06-20 00:00:00
232128-1-7-129,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32.40,2025-06-20 00:00:00
232128-1-7-129,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32.40,2025-06-20 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,30.40,2025-06-20 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,30.40,2025-06-20 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,24.40,2025-06-20 00:00:00
232130-1-8-121,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,22.40,2025-06-20 00:00:00
232130-1-8-122,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,22.40,2025-06-20 00:00:00
232701-1-6-123,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8.00,2025-06-20 00:00:00
232701-1-6-123,ID010,310015,ID002,101,3117A-3123A-9999A-9999E,26.17,2025-06-20 00:00:00
233223-1-1-105,WA002,310726,WA002,101,3015A-9999A-9999E,21.50,2025-06-20 00:00:00
233223-1-1-105,WA007,310726,WA002,101,3015A-9999A-9999E,19.02,2025-06-20 00:00:00
233223-1-1-105,WA007,310726,WA002,101,9999A-9999C-9999E,18.50,2025-06-20 00:00:00
233223-1-1-105,WA007,310726,WA002,101,9999A-9999E,17.50,2025-06-20 00:00:00
233239-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999C-9999E,20.40,2025-06-20 00:00:00
233239-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,20.40,2025-06-20 00:00:00
233239-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,22.37,2025-06-20 00:00:00
233241-1-1-102,WA007,310726,WA003,101,3002A-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,27.40,2025-06-20 00:00:00
233241-1-1-102,WA007,310726,WA003,101,3002A-3025S-3033A-9999A-9999C-9999CS-9999E,23.67,2025-06-20 00:00:00
233241-1-1-102,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,19.40,2025-06-20 00:00:00
233241-1-1-102,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,20.40,2025-06-20 00:00:00
233265-1-1-102,WA007,310726,WA003,101,3002A-3015A-9999A-9999C-9999CS-9999E,18.50,2025-06-20 00:00:00
233265-1-1-102,WA007,310726,WA003,101,3002A-9999A-9999C-9999CS-9999E,18.50,2025-06-20 00:00:00
233322-1-1-102,WA001,310002,WA001,101,3405A-9999A-9999E,13.83,2025-06-20 00:00:00
233322-1-1-102,WA001,310002,WA001,102,9999A,13.94,2025-06-20 00:00:00
233382-1-1-119,WA002,310726,WA002,102,9999A,8.00,2025-06-20 00:00:00
233382-1-1-119,WA007,310726,WA002,102,9999A,25.40,2025-06-20 00:00:00
233382-1-1-120,WA007,310726,WA002,102,9999A,25.40,2025-06-20 00:00:00
233390-1-1-103,WA001,310015,WA001,101,9999A-9999E,14.10,2025-06-20 00:00:00
233509-1-1-103,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,25.54,2025-06-20 00:00:00
233509-1-1-103,ID010,310724,ID002,101,3040A-3053A-9999A-9999E,25.40,2025-06-20 00:00:00
233510-1-1-126,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.50,2025-06-20 00:00:00
233510-1-1-127,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.43,2025-06-20 00:00:00
233533-1-1-103,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.97,2025-06-20 00:00:00
233533-1-1-104,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.50,2025-06-20 00:00:00
233533-1-1-105,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9.50,2025-06-20 00:00:00
233538-1-1-101,ID010,310086,ID002,101,3139A-3140A-9999A,47.72,2025-06-20 00:00:00
233595-1-1-102,WA002,310726,WA002,101,3015A-9999A-9999E,12.50,2025-06-20 00:00:00
233595-1-1-102,WA002,310726,WA002,101,9999A-9999E,12.50,2025-06-20 00:00:00
233595-1-1-103,WA002,310726,WA002,101,9999A-9999E,12.50,2025-06-20 00:00:00
233595-1-1-103,WA002,310726,WA002,102,9999A,11.50,2025-06-20 00:00:00
233595-1-1-104,WA002,310726,WA002,102,9999A,11.50,2025-06-20 00:00:00
231741-1-5-109,WA001,310015,WA001,101,9999A-9999E,13.00,2025-06-19 00:00:00
231741-1-5-109,WA001,310015,WA001,102,9999A,15.00,2025-06-19 00:00:00
232807-1-3-168,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,51.87,2025-06-19 00:00:00
232807-1-3-168,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,51.68,2025-06-19 00:00:00
232807-1-3-169,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,66.20,2025-06-19 00:00:00
233175-1-1-103,WA001,310018,WA001,102,9999A,76.10,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,18.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,17.80,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,19.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3002A-3007S-3025S-3033A-3035A-9999A-9999E,12.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3002A-9999A-9999E,15.80,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3005WGUM-3025S-3035A-9999A-9999C-9999CS-9999E,14.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,16.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3015A-9999A-9999E,12.82,2025-06-19 00:00:00
