Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec
ID002,WA001,"",Order,102,120,310015,233492-1-1-109,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233492-1-1-110,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233498-1-1-101,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233507-1-1-101,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233534-1-1-101,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233534-1-1-102,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233534-1-1-103,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233534-1-1-104,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233534-1-1-105,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-101,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-102,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-103,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-104,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-105,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-106,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-107,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-108,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-109,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-110,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-111,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233539-1-1-112,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A
WA001,"","",Order,101,120,310002,233354-1-1-102,440920,160,2025-05-20 00:00:00,WA001,9999A
