Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec
ID002,WA001,"",Order,102,120,310015,232807-1-2-164,55115,20,2025-05-30 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,232997-1-1-101,2701,0.9801324503311258,2025-04-28 00:00:00,TX001,3132A
ID002,WA001,"",Order,102,120,310015,232997-1-1-102,2811,1.0200489884786357,2025-04-28 00:00:00,TX001,3132A
ID002,WA001,"",Order,102,120,310015,233369-1-1-107,57871,21.00009071940488,2025-05-29 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-108,2756,1.0000907194048807,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-109,2756,1.0000907194048807,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-114,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-115,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-116,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-117,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-118,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-119,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233369-1-1-120,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233374-1-1-104,2756,1.0000907194048807,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233374-1-1-105,2756,1.0000907194048807,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233374-1-1-106,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233374-1-1-107,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233374-1-1-108,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233374-1-1-109,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233374-1-1-110,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233375-1-1-101,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233375-1-1-102,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233375-1-1-103,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233375-1-1-104,57871,21.00009071940488,2025-05-29 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233376-1-1-101,1323,0.4800870906286855,2025-05-07 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233376-1-1-102,386,0.14007076113580694,2025-05-07 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233376-1-1-103,1378,0.5000453597024404,2025-05-07 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233376-1-1-104,1047,0.3799328676403883,2025-05-07 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233376-1-1-105,496,0.1799872992833167,2025-05-07 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233376-1-1-106,661,0.23986210650458134,2025-05-07 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233376-1-1-107,165,0.05987480722126462,2025-05-07 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233376-1-1-108,165,0.05987480722126462,2025-05-07 00:00:00,TX001,9999A
ID002,WA001,"",Order,102,120,310015,233423-1-1-101,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233423-1-1-102,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233423-1-1-103,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233423-1-1-104,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233423-1-1-105,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233423-1-1-106,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233423-1-1-107,55115,20,2025-06-01 00:00:00,MEX002,9999A
ID002,WA001,"",Order,102,120,310015,233423-1-1-108,55115,20,2025-06-01 00:00:00,MEX002,9999A
WA001,"","",Order,101,120,310002,233315-1-1-101,110230,40,2025-05-13 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310002,233354-1-1-102,440920,160,2025-07-16 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-1-101,52359,18.99990928059512,2025-04-25 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-1-102,52359,18.99990928059512,2025-04-25 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-1-103,52359,18.99990928059512,2025-04-25 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-1-104,52359,18.99990928059512,2025-04-25 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-1-105,52359,18.99990928059512,2025-04-25 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-2-106,52359,18.99990928059512,2025-05-27 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-2-107,52359,18.99990928059512,2025-05-27 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-2-108,52359,18.99990928059512,2025-05-27 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-2-109,52359,18.99990928059512,2025-05-27 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233230-1-2-110,52359,18.99990928059512,2025-05-27 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-101,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-102,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-103,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-104,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-105,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-106,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-107,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-108,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-109,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-110,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-111,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-112,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-113,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-114,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-115,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-116,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-117,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-118,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-119,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,101,120,310015,233327-1-1-120,55115,20,2025-04-24 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232152-1-5-106,41336,14.999909280595118,2025-05-23 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232152-1-6-104,41336,14.999909280595118,2025-06-22 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232380-1-1-101,110230,40,2025-05-07 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232380-1-3-103,55115,20,2025-04-26 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232487-1-2-107,41336,14.999909280595118,2025-05-09 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232487-1-2-108,41336,14.999909280595118,2025-06-02 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232487-1-2-109,41336,14.999909280595118,2025-06-09 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232487-1-2-110,41336,14.999909280595118,2025-06-16 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,232910-1-1-102,2756,1.0000907194048807,2025-05-21 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233017-1-1-102,41336,14.999909280595118,2025-05-09 00:00:00,WA001,9999E
WA001,"","",Order,102,120,310002,233017-1-2-103,41336,14.999909280595118,2025-05-19 00:00:00,WA001,9999E
WA001,"","",Order,102,120,310002,233119-1-1-101,55115,20,2025-05-07 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233119-1-2-102,110230,40,2025-05-23 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233119-1-3-103,110230,40,2025-07-02 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233225-1-1-101,55115,20,2025-05-02 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233225-1-1-102,55115,20,2025-05-02 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233322-1-1-101,551150,200,2025-06-01 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233322-1-1-102,551150,200,2025-06-01 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233322-1-2-103,551150,200,2025-06-01 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233322-1-2-104,551150,200,2025-06-15 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233322-1-3-105,551150,200,2025-07-01 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233322-1-3-106,551150,200,2025-07-15 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233351-1-1-101,220460,80,2025-07-16 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310002,233354-1-1-101,440920,160,2025-07-02 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,232485-1-1-101,11023,4,2025-05-23 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233016-1-2-104,41336,14.999909280595118,2025-05-07 00:00:00,WA001,9999E
WA001,"","",Order,102,120,310015,233016-1-3-105,41336,14.999909280595118,2025-05-19 00:00:00,WA001,9999E
WA001,"","",Order,102,120,310015,233156-1-2-105,41336,14.999909280595118,2025-05-12 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233156-1-2-106,41336,14.999909280595118,2025-05-21 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233156-1-3-107,41336,14.999909280595118,2025-06-02 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233156-1-3-108,41336,14.999909280595118,2025-06-12 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233156-1-3-109,41336,14.999909280595118,2025-06-24 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233156-1-3-110,41336,14.999909280595118,2025-06-24 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-106,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-107,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-108,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-109,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-110,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-111,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-112,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-113,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-114,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-115,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
WA001,"","",Order,102,120,310015,233288-1-2-116,41336,14.999909280595118,2025-04-28 00:00:00,WA001,9999A
